2.1627 , -0.424189
2.15915 , -0.440251
2.15265 , -0.455332
2.14789 , -0.471013
2.14206 , -0.486322
2.14443 , -0.504705
2.1383 , -0.519989
2.13112 , -0.534858
2.12564 , -0.5504
2.12642 , -0.568556
2.11973 , -0.58369
2.12015 , -0.601924
2.11227 , -0.616605
2.11235 , -0.634904
2.10597 , -0.650341
2.10658 , -0.66914
2.09812 , -0.683678
2.09837 , -0.702551
2.08962 , -0.717007
2.08863 , -0.73549
2.08222 , -0.751244
2.07999 , -0.769315
2.08016 , -0.788862
2.06982 , -0.802644
2.07132 , -0.823243
2.06748 , -0.840935
2.0584 , -0.855588
2.05675 , -0.874809
2.05572 , -0.894608
2.04699 , -0.909695
2.04391 , -0.928482
2.04145 , -0.947846
2.03877 , -0.967255
2.03587 , -0.986707
2.0255 , -1.0011
2.02943 , -1.02573
2.01553 , -1.03775
1.8182 , -0.91332
1.77634 , -0.901457
1.74182 , -0.894364
1.69748 , -0.878851
1.66814 , -0.87433
1.62906 , -0.861303
1.60624 , -0.860869
1.57149 , -0.849963
1.54973 , -0.849435
1.51845 , -0.840189
1.48303 , -0.826553
1.4647 , -0.827573
1.43777 , -0.820349
1.41106 , -0.812733
1.39026 , -0.810167
1.37029 , -0.808002
1.34276 , -0.797956
1.32311 , -0.795184
1.2981 , -0.786513
1.27808 , -0.782452
1.25484 , -0.774538
1.24048 , -0.775675
1.22221 , -0.772271
1.20407 , -0.768623
1.1893 , -0.768427
1.16948 , -0.76209
1.15048 , -0.75623
1.13164 , -0.750113
1.11856 , -0.75059
1.10062 , -0.744777
1.08163 , -0.737179
1.06944 , -0.737872
1.05551 , -0.736076
1.04167 , -0.734106
1.02213 , -0.724037
1.01369 , -0.728859
1.00239 , -0.729589
0.984998 , -0.721304
0.971108 , -0.717662
0.958416 , -0.715483
0.947954 , -0.71644
0.933825 , -0.711494
0.921393 , -0.708864
0.910593 , -0.708596
0.897314 , -0.704003
0.884658 , -0.700091
0.873586 , -0.698575
0.863065 , -0.697787
0.851173 , -0.694308
0.837979 , -0.688102
0.830914 , -0.692996
0.819279 , -0.689127
0.804636 , -0.679
0.793704 , -0.675712
0.786297 , -0.679356
0.775491 , -0.675849
0.765193 , -0.673107
0.757004 , -0.674718
0.746036 , -0.669972
0.735185 , -0.665099
0.725213 , -0.661909
0.7157 , -0.659517
0.708449 , -0.662487
0.69796 , -0.657169
0.687593 , -0.651731
0.678371 , -0.648936
0.668892 , -0.64512
0.659831 , -0.642128
0.654324 , -0.64926
0.642248 , -0.636787
0.633114 , -0.632579
0.625823 , -0.633897
0.619097 , -0.637028
0.609315 , -0.629737
0.603144 , -0.634621
0.592265 , -0.622408
0.584615 , -0.62146
0.57724 , -0.621391
0.568489 , -0.615531
0.561877 , -0.618181
0.555017 , -0.619821
0.546487 , -0.613719
0.540067 , -0.617148
0.53322 , -0.618599
0.524909 , -0.612265
0.518454 , -0.615519
0.510146 , -0.608064
0.503852 , -0.612166
0.495878 , -0.605529
0.488725 , -0.603678
0.480966 , -0.596888
0.475401 , -0.606607
0.467869 , -0.600662
0.46118 , -0.601488
0.45439 , -0.601276
0.446656 , -0.59023
0.440298 , -0.593813
0.433813 , -0.596363
0.427108 , -0.595912
0.419999 , -0.587542
0.413565 , -0.590903
0.406936 , -0.590275
0.40035 , -0.590575
0.393623 , -0.582941
0.387129 , -0.586079
0.380584 , -0.582267
0.374115 , -0.577413
0.367561 , -0.582353
0.361077 , -0.581326
0.354821 , -0.574336
0.348211 , -0.578121
0.341742 , -0.577913
0.335154 , -0.579615
0.329021 , -0.574377
0.321884 , -0.582849
0.315378 , -0.582413
0.309546 , -0.575049
0.30311 , -0.574507
0.296906 , -0.571948
0.290015 , -0.575213
0.284231 , -0.56961
0.277849 , -0.568848
0.271473 , -0.568031
0.264951 , -0.568134
0.258255 , -0.569153
0.252746 , -0.563305
