x,y,z,nx,ny,nz
-4.9882985177060419e+00 , 2.7593371990405466e+00 , 6.3178719999999995e+00 , -5.0045300000000001e-02 , -7.2916899999999996e-01 , 6.8250100000000002e-01
-5.1106711324493608e+00 , 2.7898064704109453e+00 , 6.5273072000000001e+00 , 6.8448200000000003e-01 , -7.2216000000000002e-01 , -9.9850099999999997e-02
-2.8171460818077589e+00 , 2.6908518532246894e+00 , 5.5927216000000008e+00 , -5.6381400000000004e-01 , 8.2587999999999995e-01 , 6.0397899999999997e-03
-5.0597887868570934e+00 , 2.8375476775962380e+00 , 6.8225527999999995e+00 , -1.5692000000000000e-01 , -9.1166700000000001e-01 , 3.7978800000000001e-01
-4.3197154768215160e+00 , 2.8175289041786584e+00 , 6.6017815999999998e+00 , -8.5946299999999998e-01 , -1.5687199999999998e-02 , 5.1095699999999999e-01
-4.9325960898921952e+00 , 2.8805109710500179e+00 , 7.0840607999999996e+00 , -1.0593600000000000e-01 , -9.4935099999999994e-01 , 2.9582199999999997e-01
-5.2863975650916046e+00 , 2.9313019058837240e+00 , 7.4503696000000001e+00 , -8.2147800000000004e-01 , -5.0928700000000000e-02 , 5.6796100000000005e-01
-2.6484273175921897e+00 , 2.7708097313434261e+00 , 6.0783184000000006e+00 , 7.4797800000000003e-01 , -6.3531400000000005e-01 , -1.9210500000000000e-01
-2.4886395998154107e+00 , 2.7769898410389566e+00 , 6.1008968000000001e+00 , -1.5598300000000001e-01 , 5.7021299999999997e-01 , 8.0655200000000005e-01
-1.6466822740415270e+00 , 2.7291080923991164e+00 , 5.6845224000000005e+00 , 2.6936599999999999e-01 , 9.6191199999999999e-01 , 4.6556699999999999e-02
-1.7824873381399229e+00 , 2.7562708376644727e+00 , 5.8746760000000000e+00 , 4.6899600000000002e-01 , 7.4842299999999995e-01 , 4.6894200000000003e-01
-2.1945631484811532e+00 , 2.8088211191322059e+00 , 6.2636880000000001e+00 , -1.0786400000000000e-01 , 3.4007599999999999e-01 , 9.3419200000000002e-01
-1.3100557236944321e+00 , 2.7477580207800720e+00 , 5.7540256000000003e+00 , -6.9725499999999996e-01 , -5.0041199999999997e-01 , 5.1324899999999996e-01
-1.7458921420094424e+00 , 2.8046601452868360e+00 , 6.1753711999999998e+00 , -4.7982200000000003e-01 , -6.7506699999999997e-01 , -5.6040599999999996e-01
-1.2879383106036508e+00 , 2.7775817616549476e+00 , 5.9384072000000003e+00 , -9.1339899999999996e-01 , -1.2834599999999999e-01 , 3.8630199999999998e-01
-1.3016574040502809e+00 , 2.7950581630271589e+00 , 6.0538679999999996e+00 , -9.6034399999999998e-01 , 2.5930999999999998e-01 , 1.0245700000000001e-01
-1.3367637107874657e+00 , 2.8155953938530200e+00 , 6.1904408000000002e+00 , 1.8353900000000001e-01 , 6.7684699999999998e-01 , 7.1287599999999995e-01
-2.3158394060292204e+00 , 2.9438133023806250e+00 , 7.1344384000000005e+00 , -7.4177400000000004e-01 , -6.1727299999999996e-01 , 2.6219300000000001e-01
-4.4976160598540682e+00 , 3.2236913213255405e+00 , 9.2017087999999987e+00 , -2.6106000000000001e-01 , 3.9760899999999999e-01 , 8.7963400000000003e-01
-1.3816157676176477e+00 , 2.8762529789894407e+00 , 6.5768215999999997e+00 , -8.4625600000000001e-01 , -1.3163300000000000e-01 , -5.1626000000000005e-01
-1.3191663731777941e+00 , 2.8878191109831377e+00 , 6.6423000000000005e+00 , -8.0974599999999997e-01 , 4.6227200000000002e-01 , -3.6140899999999998e-01
-1.3301849721795711e+00 , 2.9084109184851039e+00 , 6.7790288000000007e+00 , -9.6236200000000005e-01 , -9.0919399999999997e-02 , 2.5611299999999998e-01
-1.2286352162609675e+00 , 2.9149145807819967e+00 , 6.8066512000000001e+00 , -7.1179099999999995e-01 , -6.4618600000000004e-01 , 2.7531299999999997e-01
-1.3124148170677570e+00 , 2.9479543390040988e+00 , 7.0265279999999999e+00 , -5.6218299999999999e-01 , -7.9660699999999995e-01 , 2.2218700000000000e-01
-1.2075474695863817e+00 , 2.9540056888618214e+00 , 7.0526008000000004e+00 , 8.2730599999999999e-01 , 3.9943600000000001e-01 , -3.9498800000000001e-01
-1.1435399743357855e+00 , 2.9664182397255594e+00 , 7.1225823999999998e+00 , 6.1480500000000005e-01 , 7.0263200000000003e-01 , -3.5822199999999998e-01
-1.1525148308162576e+00 , 2.9916901669895202e+00 , 7.2777191999999999e+00 , -6.3848099999999997e-01 , -6.5120199999999995e-01 , 4.1021600000000003e-01
-1.0315845845274909e+00 , 2.9950339511539488e+00 , 7.2832728000000007e+00 , -5.4073599999999999e-01 , -7.7149900000000005e-01 , 3.3525300000000002e-01
-1.0416785710119738e+00 , 3.0200684080110705e+00 , 7.4475200000000008e+00 , -6.3641800000000004e-01 , -6.3829800000000003e-01 , 4.3306699999999998e-01
-1.0011085560594708e+00 , 3.0380655707750641e+00 , 7.5560231999999994e+00 , -6.3641800000000004e-01 , -6.3829800000000003e-01 , 4.3306699999999998e-01
5.4612738944673622e-01 , 2.7684646313100933e+00 , 5.6415496000000003e+00 , 9.6783800000000003e-02 , -4.4786500000000000e-02 , 9.9429699999999999e-01
6.0298503642206347e-01 , 2.7723329712381020e+00 , 5.6570768000000005e+00 , -4.0700700000000001e-01 , 1.2158300000000000e-01 , 9.0529700000000002e-01
6.9022890607728526e-01 , 2.7703115179568467e+00 , 5.6287576000000001e+00 , 5.5394699999999997e-01 , 6.7527699999999996e-02 , -8.2980900000000002e-01
6.8997949491881405e-01 , 2.7849430644010074e+00 , 5.7276927999999998e+00 , -7.2388200000000003e-01 , -2.7967599999999998e-01 , 6.3069500000000001e-01
7.0333756018504334e-01 , 2.7987197589566968e+00 , 5.8094783999999997e+00 , -7.0836399999999999e-01 , -3.5141800000000001e-01 , 6.1214900000000005e-01
5.8358326846442021e-01 , 2.8434935488156299e+00 , 6.1115256000000002e+00 , -7.0495500000000000e-01 , -4.3466199999999999e-01 , 5.6045299999999998e-01
8.6839595632665412e-01 , 2.7928757897550778e+00 , 5.7524344000000003e+00 , 7.6424599999999998e-01 , -2.6804200000000000e-01 , 5.8658399999999999e-01
9.1658071422705323e-01 , 2.7983254946295766e+00 , 5.7792247999999997e+00 , 9.8974499999999999e-01 , -5.9264699999999997e-02 , 1.2996800000000000e-01
7.3614094752992831e-01 , 2.8644012427120247e+00 , 6.2215056000000004e+00 , 4.5074300000000000e-01 , -3.0939200000000000e-01 , 8.3732099999999998e-01
8.2097296429982980e-01 , 2.8619131668471183e+00 , 6.1956720000000001e+00 , 5.7544399999999996e-01 , -3.0201200000000000e-01 , 7.6003500000000002e-01
7.9274724970444987e-01 , 2.8914748484972979e+00 , 6.3890288000000002e+00 , 7.8598199999999996e-01 , 5.1023200000000002e-01 , -3.4913600000000000e-01
-7.4013377919825762e-01 , 3.3873582535512146e+00 , 9.7353848000000003e+00 , -2.5629099999999999e-01 , -5.3185899999999997e-01 , -8.0711900000000003e-01
-5.9192783824400852e-01 , 3.3891638197742058e+00 , 9.7233000000000001e+00 , 3.1357799999999998e-02 , 4.3512899999999999e-01 , 8.9982200000000001e-01
7.1892758275855329e-01 , 2.9940228778257958e+00 , 7.0456640000000004e+00 , 6.0466900000000001e-01 , 4.4309799999999999e-01 , -6.6184600000000005e-01
7.7706373638424608e-01 , 3.0042053194695022e+00 , 7.1033320000000000e+00 , 5.0749999999999995e-01 , 7.5415299999999996e-01 , 4.1676900000000000e-01
8.7822804565471135e-01 , 2.9985549335650159e+00 , 7.0547432000000008e+00 , 1.4964100000000000e-04 , 1.0288799999999999e-01 , 9.9469300000000005e-01
1.0141690951335347e+00 , 2.9779140065812362e+00 , 6.9075103999999996e+00 , -1.5696900000000000e-01 , -8.6264600000000002e-01 , 4.8083500000000001e-01
1.1301994767661787e+00 , 2.9631269277676022e+00 , 6.7956480000000008e+00 , 2.1493999999999999e-01 , -4.8243599999999998e-01 , 8.4914999999999996e-01
1.2576146705151143e+00 , 2.9406303859782268e+00 , 6.6320872000000000e+00 , -9.7489700000000001e-01 , 1.5947100000000000e-01 , 1.5538800000000000e-01
1.2559010024108619e+00 , 2.9756299946579543e+00 , 6.8581208000000000e+00 , -5.5816900000000003e-02 , -9.5974499999999996e-01 , 2.7527000000000001e-01
1.3960646165205071e+00 , 2.9430263029236610e+00 , 6.6313384000000006e+00 , -5.0810200000000005e-01 , -2.7912300000000001e-01 , 8.1481499999999996e-01
9.0456453830267591e-01 , 3.2491683703693544e+00 , 8.6415439999999997e+00 , 3.8133600000000001e-01 , -9.0234300000000001e-01 , -2.0089799999999999e-01
9.5126031981716852e-01 , 3.2860436403576863e+00 , 8.8661735999999998e+00 , -2.4191199999999999e-01 , 8.3053399999999999e-01 , 5.0168999999999997e-01
1.4026299413737138e+00 , 3.0707510223715637e+00 , 7.4406248000000001e+00 , -2.6702199999999998e-01 , 4.5840399999999998e-01 , 8.4768200000000005e-01
1.4792203072025178e+00 , 3.0751451694855723e+00 , 7.4577224000000006e+00 , -2.7208199999999999e-01 , 5.4304799999999998e-01 , 7.9439899999999997e-01
1.5490652071419679e+00 , 3.0855893982368121e+00 , 7.5139344000000001e+00 , -2.5500099999999998e-01 , -1.5462000000000001e-01 , 9.5449899999999999e-01
1.7000358884970677e+00 , 3.0280957982717744e+00 , 7.1342927999999999e+00 , -1.9453100000000001e-01 , 6.5878199999999998e-01 , -7.2674899999999998e-01
1.5178382185129347e+00 , 3.2662874845407126e+00 , 8.6676584000000005e+00 , -6.3963899999999996e-01 , -1.5021000000000001e-01 , -7.5385599999999997e-01
1.5909335071277120e+00 , 3.2977753372755179e+00 , 8.8553472000000006e+00 , -3.7229099999999998e-01 , 2.8145500000000001e-01 , -8.8441099999999995e-01
1.6823732059218295e+00 , 3.3151225911783886e+00 , 8.9504136000000010e+00 , -8.5345899999999997e-01 , -4.9682199999999999e-01 , 1.5740100000000001e-01
-1.6547415724481200e+00 , 2.0496526855145194e+00 , 5.5009440000000009e-01 , -4.6602999999999999e-02 , 1.6280600000000001e-01 , 9.8555700000000002e-01
-1.8319121664819233e+00 , 2.0492891557693831e+00 , 5.4210719999999979e-01 , -5.2919700000000000e-02 , 1.6383200000000001e-01 , 9.8506800000000005e-01
-2.0480982977479885e+00 , 2.0474972427856031e+00 , 5.1870719999999992e-01 , -8.5684800000000005e-02 , 1.8019800000000000e-01 , 9.7989099999999996e-01
-2.3014769206177341e+00 , 2.0446539242740744e+00 , 4.8215119999999989e-01 , -7.7247700000000002e-02 , 1.7764099999999999e-01 , 9.8105900000000001e-01
-2.5579520580312751e+00 , 2.0414864007754594e+00 , 4.5385279999999995e-01 , -7.3104400000000000e-02 , 1.8494400000000000e-01 , 9.8002599999999995e-01
-2.8262989596681294e+00 , 2.0405050191113272e+00 , 4.2862240000000007e-01 , -6.5040799999999996e-02 , 1.8982599999999999e-01 , 9.7966100000000000e-01
-3.1244813481669800e+00 , 2.0377234778981332e+00 , 3.9864959999999994e-01 , -8.0439399999999994e-02 , 1.9319100000000000e-01 , 9.7785800000000000e-01
-3.5013230478192110e+00 , 2.0331951240230755e+00 , 3.4318640000000000e-01 , 1.0299100000000000e-01 , -1.8075500000000000e-01 , -9.7812100000000002e-01
-3.9096197111887498e+00 , 2.0278934180012986e+00 , 2.8770240000000014e-01 , -7.8779000000000002e-02 , 1.6837800000000000e-01 , 9.8257000000000005e-01
-4.3026647975374379e+00 , 2.0251952295955626e+00 , 2.5368400000000002e-01 , 7.1667400000000006e-02 , -1.6317300000000001e-01 , -9.8399099999999995e-01
-4.7952725067774251e+00 , 2.0204816274346036e+00 , 1.9370719999999997e-01 , 8.7483699999999998e-02 , -1.6788100000000000e-01 , -9.8191799999999996e-01
-5.3410603871049451e+00 , 2.0154826681276599e+00 , 1.3146320000000000e-01 , 8.3124199999999995e-02 , -1.6299400000000000e-01 , -9.8311899999999997e-01
-5.9784756002919304e+00 , 2.0095781163622113e+00 , 5.5730399999999847e-02 , 8.9950000000000002e-02 , -1.6387699999999999e-01 , -9.8237099999999999e-01
-6.7484109963065997e+00 , 2.0006544880298089e+00 , -4.2175199999999968e-02 , 9.0329699999999999e-02 , -1.5520100000000001e-01 , -9.8374499999999998e-01
-7.6234582705543747e+00 , 1.9918589055829155e+00 , -1.4607120000000018e-01 , 8.6415099999999995e-02 , -1.5709200000000001e-01 , -9.8379600000000000e-01
-8.5941222367263812e+00 , 1.9844582240881448e+00 , -2.4763760000000001e-01 , -7.1853399999999998e-02 , 1.5496699999999999e-01 , 9.8530300000000004e-01
-9.7613871137832167e+00 , 1.9748648635981150e+00 , -3.7031600000000031e-01 , -7.8831100000000001e-02 , 1.5686700000000001e-01 , 9.8446900000000004e-01
-1.1237063721257684e+01 , 1.9619656541334636e+00 , -5.3316959999999991e-01 , -7.7010599999999998e-02 , 1.5221199999999999e-01 , 9.8534299999999997e-01
-1.3065942401369126e+01 , 1.9466984224765558e+00 , -7.3042640000000025e-01 , -7.8870700000000002e-02 , 1.4148700000000000e-01 , 9.8679300000000003e-01
-1.5370406574527397e+01 , 1.9292237370727623e+00 , -9.7164399999999995e-01 , -7.7682699999999993e-02 , 1.4174400000000001e-01 , 9.8685100000000003e-01
-3.6674468241156553e+01 , 1.7923068402416291e+00 , -3.0138919999999993e+00 , -2.1424900000000000e-02 , 2.3636600000000001e-02 , 9.9949100000000002e-01
-4.2287213421661605e+01 , 1.8262927671357223e+00 , -3.0995255999999998e+00 , 1.5923100000000001e-01 , 1.0344299999999999e-01 , 9.8180699999999999e-01
-1.1538552995685722e+01 , 2.7472683519387209e+00 , 4.5439752000000002e+00 , -1.1563100000000000e-01 , 2.5260300000000002e-01 , 9.6063600000000005e-01
-1.0922751113451145e+01 , 2.7686564375237372e+00 , 4.7130688000000003e+00 , -1.4068000000000000e-01 , -2.5455499999999999e-02 , 9.8972800000000005e-01
-1.0644262448812787e+01 , 2.7961924817557073e+00 , 4.9091088000000003e+00 , -1.4561600000000000e-03 , -2.5726500000000002e-01 , 9.6633999999999998e-01
-8.3095970126292080e+00 , 2.7554515963242316e+00 , 4.7729520000000001e+00 , -2.8977100000000000e-01 , -6.0840000000000005e-01 , 7.3883799999999999e-01
-8.3595074787349901e+00 , 2.7871967060979213e+00 , 4.9726008000000004e+00 , -3.1810300000000002e-01 , -3.0255900000000002e-01 , 8.9848099999999997e-01
-8.2221460489273142e+00 , 2.8116667817837686e+00 , 5.1391672000000002e+00 , -3.1810300000000002e-01 , -3.0256000000000000e-01 , 8.9848099999999997e-01
-7.2687329797560345e+00 , 2.8017755521513599e+00 , 5.1301296000000001e+00 , -3.6635499999999999e-01 , -1.9039400000000001e-01 , 9.1078800000000004e-01
-2.4501995854586385e+00 , 2.6190300130311650e+00 , 4.2025223999999994e+00 , -5.2181299999999997e-01 , 4.7046100000000002e-01 , 7.1160199999999996e-01
-2.2981689375364125e+00 , 2.6261526180060479e+00 , 4.2544599999999999e+00 , 9.8609100000000005e-01 , -1.5107000000000001e-01 , 6.9296999999999997e-02
-2.2169660441877932e+00 , 2.6348774584133472e+00 , 4.3203855999999998e+00 , 9.8609100000000005e-01 , -1.5107000000000001e-01 , 6.9296800000000006e-02
-2.3740276837844645e+00 , 2.6564472881021817e+00 , 4.4518936000000000e+00 , -8.7586200000000003e-01 , 1.1453400000000000e-01 , -4.6877300000000000e-01
-2.7068861867513636e+00 , 2.6891463155873447e+00 , 4.6433263999999994e+00 , -3.7507200000000002e-01 , 1.8243400000000001e-01 , -9.0886699999999998e-01
-2.5599455484379989e+00 , 2.6951522323417763e+00 , 4.6939328000000007e+00 , 1.0910900000000000e-01 , 7.7339899999999995e-01 , -6.2445899999999999e-01
-6.0967638749865909e+00 , 2.9261523246207686e+00 , 5.9975312000000010e+00 , -4.6984399999999998e-01 , -8.0901100000000004e-01 , 3.5319699999999998e-01
-3.1728943890697012e+00 , 2.7647526712939356e+00 , 5.1088719999999999e+00 , 5.6484400000000001e-01 , -1.1941800000000000e-01 , -8.1651099999999999e-01
-3.1361931720926526e+00 , 2.7794824932699003e+00 , 5.2056231999999998e+00 , -3.8757399999999997e-01 , 1.9624000000000000e-01 , 9.0070899999999998e-01
-2.9818176469342257e+00 , 2.7860829451377822e+00 , 5.2554911999999998e+00 , 5.8498399999999995e-01 , -5.2282600000000001e-01 , -6.2003699999999995e-01
-2.0813788285249997e+00 , 2.7367809654384292e+00 , 4.9868696000000003e+00 , 4.5013199999999998e-01 , -8.3677100000000004e-01 , -3.1176199999999998e-01
-2.7121641681861064e+00 , 2.7993594678390363e+00 , 5.3578688000000003e+00 , 3.4792400000000001e-01 , -9.3740100000000004e-01 , 1.5131400000000000e-02
-2.2568066338153248e+00 , 2.7792783592500481e+00 , 5.2552415999999997e+00 , 3.4709000000000001e-01 , -8.8116700000000003e-01 , 3.2105099999999998e-01
-2.7584879446510806e+00 , 2.8369676132070687e+00 , 5.5978903999999998e+00 , 7.0922600000000002e-01 , -7.0498099999999997e-01 , -9.9780500000000005e-04
-1.0211150336129075e+01 , 3.4963372567132947e+00 , 9.4727744000000005e+00 , 2.7115400000000001e-01 , -6.1354100000000000e-01 , 7.4164900000000000e-01
-2.3178525033126363e+00 , 2.8318250526314324e+00 , 5.5926279999999995e+00 , 5.8674400000000004e-01 , 7.2749200000000003e-01 , -3.5564800000000002e-01
-1.0040490479907147e+01 , 3.5663529892978487e+00 , 9.9409823999999993e+00 , -2.7115400000000001e-01 , 6.1354100000000000e-01 , -7.4164900000000000e-01
-2.5948638470053123e+00 , 2.8925367869882934e+00 , 5.9665911999999999e+00 , 1.7146100000000000e-01 , 4.1449999999999998e-01 , 8.9375099999999996e-01
-2.5073454675103886e+00 , 2.9009394996944695e+00 , 6.0322567999999999e+00 , 1.7146100000000000e-01 , 4.1449999999999998e-01 , 8.9375099999999996e-01
-1.9173888109939323e+00 , 2.8585977784379506e+00 , 5.7846120000000001e+00 , 3.8513799999999998e-01 , 9.0466999999999997e-01 , -1.8232100000000001e-01
-1.5464950471127676e+00 , 2.8350944934015345e+00 , 5.6522096000000008e+00 , 2.6936599999999999e-01 , 9.6191199999999999e-01 , 4.6556699999999999e-02
-1.5775956036096530e+00 , 2.8533027189005784e+00 , 5.7728496000000007e+00 , 2.6936599999999999e-01 , 9.6191199999999999e-01 , 4.6556599999999997e-02
-2.0989964928940275e+00 , 2.9300110119387091e+00 , 6.2373136000000002e+00 , 2.9427900000000001e-01 , 2.3906700000000000e-01 , 9.2533600000000005e-01
-3.0172123564108944e+00 , 3.0575348676598049e+00 , 7.0169391999999995e+00 , -8.3129699999999995e-01 , -2.0794399999999999e-01 , 5.1546499999999995e-01
-4.2491938157514104e+00 , 3.2318257493029163e+00 , 8.0829184000000005e+00 , -8.7229699999999999e-01 , 4.1190100000000002e-01 , -2.6350499999999999e-01
-1.3449050374504754e+00 , 2.8896795119340646e+00 , 6.0188616000000001e+00 , -9.1339899999999996e-01 , -1.2834599999999999e-01 , 3.8630199999999998e-01
-1.2837887974318858e+00 , 2.8978237775234339e+00 , 6.0776112000000007e+00 , -9.7260100000000005e-01 , 6.5613599999999994e-02 , 2.2303000000000001e-01
-2.3199661767345248e+00 , 3.0560425526300401e+00 , 7.0475984000000000e+00 , -7.4177400000000004e-01 , -6.1727299999999996e-01 , 2.6219300000000001e-01
-2.4450576936398631e+00 , 3.0959461193187643e+00 , 7.2980512000000006e+00 , -7.0028100000000004e-01 , -6.5202800000000005e-01 , 2.9063099999999997e-01
-2.4077898403333080e+00 , 3.1139530383134453e+00 , 7.4164240000000001e+00 , 6.7620700000000000e-01 , 5.3536499999999998e-01 , -5.0609199999999999e-01
-1.1997043281246076e+00 , 2.9552560035784405e+00 , 6.4544135999999996e+00 , 4.3654300000000001e-01 , -1.9784399999999999e-01 , 8.7766100000000002e-01
-1.1094197071232244e+00 , 2.9603250318952448e+00 , 6.4882759999999999e+00 , 2.5464399999999998e-01 , 7.5009800000000004e-01 , 6.1033599999999999e-01
-1.1804214890290798e+00 , 2.9903733206231125e+00 , 6.6802288000000001e+00 , -4.9046000000000001e-01 , 8.6637399999999998e-01 , -9.4049300000000002e-02
-1.5055944315406800e+00 , 3.0644659493897288e+00 , 7.1419576000000005e+00 , -4.3641700000000000e-01 , -7.7450900000000000e-01 , 4.5790300000000000e-01
-1.2566166164081185e+00 , 3.0433190757452380e+00 , 7.0216400000000005e+00 , 6.3294300000000003e-01 , 7.3145499999999997e-01 , -2.5368400000000002e-01
-1.2143656026997709e+00 , 3.0572638228959406e+00 , 7.1156664000000003e+00 , 7.7442100000000003e-01 , 5.6855599999999995e-01 , -2.7751700000000001e-01
-1.2851783088261577e+00 , 3.0930276045150307e+00 , 7.3413152000000004e+00 , -6.1539900000000003e-01 , -7.2063200000000005e-01 , 3.1933299999999998e-01
4.7788148521524310e-01 , 2.7803634473094228e+00 , 5.4120112000000002e+00 , 3.8558100000000001e-01 , -2.5891500000000001e-01 , -8.8560200000000000e-01
-1.0799365029316319e+00 , 3.1010679279036646e+00 , 7.4039336000000002e+00 , -6.3641800000000004e-01 , -6.3829800000000003e-01 , 4.3306699999999998e-01
-1.0032761141703870e+00 , 3.1099012748715356e+00 , 7.4641704000000004e+00 , -6.3641800000000004e-01 , -6.3829800000000003e-01 , 4.3306699999999998e-01
-9.6272908662240075e-01 , 3.1257608615364783e+00 , 7.5725800000000003e+00 , -6.3641800000000004e-01 , -6.3829800000000003e-01 , 4.3306699999999998e-01
